age,job,marital,education,default,balance,housing,loan,campaign,pdays,deposit,Date
26,services,single,secondary,no,1114,no,no,2,-1,no,09-feb
30,admin.,married,tertiary,no,4168,no,no,1,-1,no,03-jun
39,technician,married,secondary,no,0,yes,no,1,-1,no,05-may
58,admin.,married,unknown,no,0,yes,no,1,186,no,17-nov
49,blue-collar,married,secondary,no,3309,yes,no,2,-1,no,15-may
49,services,married,secondary,no,1377,yes,no,1,-1,no,07-may
43,housemaid,married,secondary,no,150,no,no,7,-1,no,28-jul
60,management,married,tertiary,no,553,yes,no,1,210,no,02-feb
57,technician,married,secondary,no,458,no,yes,3,-1,no,15-jul
38,technician,married,secondary,no,565,no,no,2,-1,no,20-aug
56,technician,married,secondary,no,0,yes,yes,1,223,no,29-apr
45,self-employed,married,secondary,no,2278,no,no,2,-1,no,17-nov
45,management,married,tertiary,no,210,yes,no,1,-1,no,21-jul
44,blue-collar,married,unknown,no,15578,yes,no,1,-1,no,29-may
40,blue-collar,married,primary,no,236,yes,no,2,-1,no,20-may
38,management,single,tertiary,no,1704,no,no,1,-1,no,01-sep
55,admin.,divorced,secondary,no,1693,no,no,1,102,no,10-aug
40,technician,married,secondary,no,372,yes,no,1,100,no,21-nov
35,blue-collar,single,primary,no,1147,yes,yes,1,-1,no,07-may
32,blue-collar,married,secondary,no,3166,yes,no,3,-1,no,20-nov
31,self-employed,married,primary,no,1074,yes,no,2,-1,no,23-may
49,blue-collar,divorced,secondary,no,23,no,no,2,-1,no,17-nov
55,retired,married,secondary,no,1431,no,yes,1,-1,no,28-jan
51,blue-collar,married,secondary,no,814,yes,no,8,-1,no,14-may
30,unemployed,married,secondary,no,142,yes,no,4,-1,no,20-may
37,admin.,single,secondary,no,810,yes,no,1,295,no,08-apr
36,management,married,tertiary,no,1604,yes,no,3,-1,no,11-jun
51,management,divorced,tertiary,no,0,yes,no,4,-1,no,28-jul
29,admin.,single,secondary,no,488,yes,no,1,-1,no,04-jun
32,student,single,unknown,no,4110,no,no,8,-1,no,06-feb
36,services,married,secondary,no,1746,yes,no,1,316,no,07-apr
32,blue-collar,married,secondary,no,-208,yes,yes,1,-1,no,09-may
56,retired,married,primary,no,152,yes,yes,7,-1,no,30-jul
46,services,married,secondary,no,0,no,no,4,-1,no,18-aug
39,admin.,divorced,secondary,no,399,yes,yes,2,-1,no,14-aug
57,retired,married,primary,no,318,no,no,4,-1,no,22-aug
53,management,married,tertiary,no,9072,no,no,2,-1,no,18-nov
33,technician,married,secondary,no,3071,yes,yes,1,-1,no,21-jul
43,blue-collar,divorced,primary,no,177,no,no,1,-1,no,03-feb
40,management,married,tertiary,no,10786,no,no,3,-1,no,20-jun
44,admin.,married,secondary,yes,0,no,yes,3,-1,no,30-jun
59,admin.,married,primary,no,879,yes,no,5,259,no,30-jan
59,retired,married,secondary,no,1887,no,no,8,-1,no,28-aug
28,services,single,secondary,no,3331,yes,no,2,-1,no,28-may
26,management,single,tertiary,no,3,yes,no,1,-1,no,23-jul
59,management,single,tertiary,no,7668,no,no,1,-1,no,05-aug
78,retired,divorced,primary,no,55,no,no,3,90,no,05-nov
33,services,married,primary,no,0,yes,no,2,-1,no,07-may
38,blue-collar,divorced,secondary,no,2998,yes,no,1,-1,no,11-jun
35,self-employed,married,secondary,no,524,yes,no,4,-1,no,21-nov
30,technician,single,tertiary,no,106,yes,no,3,-1,no,13-may
31,services,single,secondary,no,85,no,no,1,-1,no,16-jul
35,technician,married,secondary,no,249,no,no,8,-1,no,21-aug
45,management,married,tertiary,no,10,no,no,7,-1,no,26-aug
40,admin.,married,secondary,no,523,yes,yes,3,-1,no,08-may
50,services,married,secondary,no,1321,no,no,2,-1,no,17-jun
29,admin.,single,secondary,no,-194,yes,no,1,-1,no,07-may
41,unemployed,single,tertiary,no,4517,yes,no,1,-1,no,20-nov
44,technician,married,tertiary,no,964,no,no,2,-1,no,29-jul
29,unknown,single,secondary,no,923,no,no,1,-1,no,26-may
49,technician,divorced,secondary,no,2677,yes,yes,3,-1,no,31-jul
30,admin.,single,secondary,no,873,no,no,1,216,no,07-oct
37,blue-collar,married,unknown,no,-1050,yes,no,2,-1,no,02-jun
52,admin.,divorced,secondary,no,361,no,yes,1,-1,no,20-nov
30,management,single,tertiary,no,1466,no,no,4,-1,no,12-aug
40,admin.,single,secondary,no,782,yes,no,5,202,no,21-dec
33,blue-collar,married,secondary,no,3576,yes,no,1,308,no,02-apr
34,self-employed,single,secondary,no,3,yes,no,1,-1,no,05-may
33,blue-collar,married,secondary,no,-112,yes,no,1,-1,no,28-may
35,unemployed,married,secondary,no,759,no,no,3,-1,no,19-nov
54,management,married,tertiary,no,195,no,yes,1,265,no,04-feb
32,services,married,secondary,no,15,yes,no,1,-1,no,15-may
32,technician,married,tertiary,no,-1053,yes,no,3,-1,no,21-jul
44,management,married,secondary,no,488,no,yes,2,183,no,29-jan
53,technician,married,secondary,no,287,no,no,5,-1,no,06-feb
53,admin.,married,secondary,no,578,no,no,2,-1,no,29-aug
40,management,single,tertiary,no,1509,no,no,1,58,no,12-may
29,admin.,single,secondary,no,3794,no,no,1,-1,no,30-apr
36,housemaid,married,primary,no,4324,yes,no,4,-1,no,14-jul
40,blue-collar,divorced,secondary,no,793,yes,no,1,-1,no,15-may
58,services,married,primary,no,943,yes,no,3,-1,no,03-jun
34,management,married,tertiary,no,0,yes,yes,1,-1,no,10-jul
60,blue-collar,married,secondary,no,19447,yes,no,1,-1,no,09-jul
23,student,single,unknown,no,565,no,no,7,-1,no,28-may
59,unknown,married,unknown,no,1541,no,no,1,-1,no,05-aug
42,technician,married,tertiary,no,1079,no,no,2,-1,no,31-jul
50,management,married,tertiary,no,0,no,no,3,130,no,10-aug
31,management,single,secondary,no,1310,yes,no,2,-1,no,18-may
31,management,single,tertiary,no,98,no,no,2,-1,no,11-aug
28,admin.,married,secondary,no,5,yes,no,1,-1,no,18-jul
56,admin.,married,primary,no,0,yes,no,2,227,no,03-apr
23,student,single,secondary,no,9216,no,no,2,-1,no,05-jun
30,entrepreneur,married,secondary,no,2551,yes,no,2,-1,no,05-jun
54,technician,married,secondary,no,0,no,no,2,106,no,14-aug
35,blue-collar,married,secondary,no,154,yes,no,4,-1,no,23-may
29,admin.,married,secondary,no,-150,yes,no,1,-1,no,06-may
48,management,married,primary,no,427,no,no,1,-1,no,17-nov
43,admin.,single,tertiary,no,664,yes,no,1,-1,no,17-apr
40,management,single,tertiary,no,0,no,no,7,-1,no,26-aug
38,entrepreneur,married,secondary,no,680,yes,no,2,-1,no,19-may
30,admin.,married,secondary,no,4,no,no,2,-1,no,20-jun
60,blue-collar,married,secondary,no,196,no,no,3,-1,no,20-jun
31,entrepreneur,divorced,secondary,no,290,yes,no,1,-1,no,13-apr
28,student,single,tertiary,no,221,yes,no,1,-1,no,15-may
31,technician,married,secondary,no,180,no,no,1,70,no,26-may
48,services,single,primary,no,-139,no,no,2,-1,no,13-may
36,blue-collar,single,primary,no,79,no,no,3,-1,no,20-jun
41,management,divorced,tertiary,no,236,no,no,2,-1,no,03-feb
35,management,single,tertiary,no,1120,no,no,1,771,no,21-sep
51,management,divorced,tertiary,no,-2282,yes,yes,6,-1,no,14-jul
35,blue-collar,married,secondary,no,2200,yes,no,1,-1,no,17-apr
51,management,single,unknown,no,-461,yes,no,2,-1,no,28-may
56,blue-collar,married,secondary,no,385,no,no,3,-1,no,20-aug
59,retired,married,secondary,no,2291,no,yes,3,-1,no,14-jul
27,services,married,secondary,no,54,yes,no,1,370,no,18-may
48,services,married,secondary,no,2850,yes,no,3,-1,no,06-aug
24,admin.,single,secondary,no,1235,yes,yes,3,-1,no,30-may
56,admin.,married,secondary,no,360,yes,yes,2,-1,no,24-jul
34,management,married,tertiary,no,1352,no,no,2,-1,no,08-aug
35,technician,married,secondary,no,905,no,yes,2,-1,no,21-aug
57,retired,married,tertiary,no,138,no,no,5,-1,no,26-may
30,blue-collar,single,secondary,no,0,yes,no,2,-1,no,14-jul
40,admin.,divorced,secondary,no,221,yes,no,2,-1,no,13-may
48,blue-collar,married,primary,no,-254,no,yes,4,-1,no,29-aug
35,management,married,tertiary,no,1510,yes,no,1,-1,no,09-may
46,services,married,secondary,no,1757,yes,no,4,-1,no,14-may
30,blue-collar,married,primary,no,0,yes,no,2,-1,no,06-may
37,services,single,secondary,no,934,yes,no,3,-1,no,16-may
30,unemployed,married,tertiary,no,0,yes,no,1,-1,no,18-nov
46,management,married,tertiary,no,1217,yes,no,1,-1,no,15-may
43,blue-collar,divorced,primary,no,-57,yes,no,2,-1,no,16-may
40,blue-collar,single,secondary,no,82,yes,no,6,370,no,13-may
34,unemployed,married,secondary,no,438,yes,yes,1,323,no,09-apr
43,admin.,divorced,secondary,no,729,yes,no,2,-1,no,30-may
31,services,married,secondary,no,0,yes,no,2,-1,no,29-jan
37,blue-collar,married,secondary,no,374,yes,no,3,-1,no,07-may
49,self-employed,single,tertiary,no,-341,no,yes,2,-1,no,18-nov
38,blue-collar,married,secondary,no,-367,yes,yes,1,-1,no,12-may
27,admin.,single,secondary,no,592,yes,yes,3,-1,no,05-feb
35,management,divorced,tertiary,no,457,yes,no,3,-1,no,05-feb
47,unemployed,single,secondary,no,4819,no,no,1,-1,no,18-nov
56,blue-collar,married,primary,no,-85,yes,yes,1,-1,no,26-may
26,self-employed,single,secondary,no,467,yes,yes,2,-1,no,04-jun
29,admin.,single,secondary,no,-309,yes,yes,1,-1,no,04-jun
53,blue-collar,married,secondary,no,21522,no,no,4,-1,no,24-jun
38,blue-collar,married,primary,no,467,yes,no,1,-1,no,16-may
33,blue-collar,married,tertiary,no,870,no,yes,3,-1,no,08-jul
30,blue-collar,single,secondary,no,-93,yes,no,2,-1,no,27-may
36,admin.,married,secondary,no,75,yes,no,4,-1,no,04-jul
37,blue-collar,single,secondary,no,292,no,no,1,-1,no,08-sep
60,blue-collar,married,secondary,no,0,no,yes,1,-1,no,05-jun
48,management,married,tertiary,no,263,yes,no,2,-1,no,05-may
32,management,married,tertiary,no,134,no,yes,2,-1,no,29-aug
31,self-employed,single,tertiary,no,91,no,no,1,-1,no,23-may
54,management,married,tertiary,no,0,no,yes,3,-1,no,19-nov
31,self-employed,married,tertiary,no,229,no,no,1,-1,no,29-jan
31,blue-collar,married,secondary,no,892,yes,no,22,-1,no,29-jul
29,services,single,secondary,no,197,yes,no,2,-1,no,05-may
23,blue-collar,married,primary,no,-213,no,no,2,-1,no,13-may
51,management,married,tertiary,no,-321,no,no,2,9,no,06-feb
32,blue-collar,single,secondary,no,604,no,no,2,196,no,30-jan
48,management,married,primary,no,606,no,no,6,-1,no,05-mar
32,blue-collar,married,primary,no,1518,yes,no,3,-1,no,06-feb
44,housemaid,married,secondary,no,192,no,no,2,-1,no,11-jun
35,management,married,tertiary,no,0,yes,yes,4,-1,no,25-jul
46,technician,married,secondary,yes,289,no,no,3,-1,no,07-may
31,admin.,married,secondary,no,535,no,no,3,-1,no,09-may
31,blue-collar,single,secondary,no,33,yes,no,4,-1,no,15-may
36,blue-collar,married,primary,no,243,yes,yes,2,-1,no,30-may
35,services,married,tertiary,no,0,yes,no,2,-1,no,02-jun
35,services,married,secondary,no,1279,yes,no,5,-1,no,16-jun
36,technician,married,tertiary,no,1327,no,no,2,-1,no,29-oct
52,blue-collar,married,tertiary,no,297,yes,no,2,195,no,18-nov
27,technician,single,secondary,no,740,yes,no,1,-1,no,05-may
47,services,married,secondary,no,278,yes,no,1,366,no,07-may
43,unemployed,married,secondary,no,553,no,no,1,-1,no,04-feb
41,entrepreneur,married,primary,no,406,no,no,1,-1,no,06-jun
18,student,single,secondary,no,5,no,no,2,-1,no,24-aug
45,blue-collar,married,secondary,no,2071,no,yes,2,-1,no,22-jul
41,technician,married,secondary,no,0,no,no,2,156,no,28-jan
34,technician,married,tertiary,no,932,yes,no,1,-1,no,04-jun
46,services,married,secondary,no,-119,yes,no,3,-1,no,22-jul
38,technician,married,secondary,no,381,yes,no,2,-1,no,29-may
23,services,married,secondary,no,1309,yes,no,2,-1,no,03-jun
73,retired,married,primary,no,542,no,no,5,-1,no,29-apr
41,technician,married,unknown,no,30,yes,no,1,-1,no,10-jul
43,management,single,tertiary,no,0,no,no,2,-1,no,11-aug
51,management,married,tertiary,no,-15,no,no,2,-1,no,25-jul
45,services,married,unknown,no,318,no,no,2,-1,no,16-jul
47,housemaid,divorced,primary,no,1405,no,no,1,-1,no,12-jun
35,blue-collar,married,tertiary,no,5271,yes,no,2,-1,no,14-apr
38,admin.,divorced,secondary,no,-51,no,yes,1,-1,no,30-jan
31,management,married,tertiary,no,3914,no,yes,1,-1,no,29-jan
49,entrepreneur,married,tertiary,no,4976,yes,no,1,-1,no,21-nov
29,blue-collar,single,secondary,no,16,no,no,3,-1,no,12-may
39,admin.,married,secondary,no,1595,yes,no,2,-1,no,05-jun
41,entrepreneur,married,tertiary,no,306,yes,no,3,-1,no,20-jun
34,blue-collar,single,secondary,no,215,no,no,1,94,no,05-jun
39,management,single,tertiary,no,0,yes,no,4,369,no,12-may
78,retired,divorced,unknown,no,2628,no,no,2,-1,no,14-apr
33,management,married,tertiary,no,1778,no,no,1,103,no,26-may
59,retired,married,primary,no,1423,yes,no,2,-1,no,15-may
52,management,married,tertiary,no,659,no,no,4,-1,no,23-jul
35,entrepreneur,married,tertiary,no,-31,yes,no,2,-1,no,21-nov
43,admin.,married,secondary,yes,-204,yes,no,2,-1,no,26-may
43,technician,single,secondary,no,1462,no,no,2,-1,no,09-jun
36,blue-collar,married,secondary,no,723,yes,no,2,-1,no,31-jul
36,admin.,single,tertiary,no,3954,yes,no,1,-1,no,21-may
45,unemployed,single,secondary,no,33,no,no,1,-1,no,05-feb
47,management,married,primary,no,4151,yes,no,1,-1,no,14-may
38,admin.,divorced,secondary,yes,0,no,yes,3,-1,no,21-jul
45,entrepreneur,married,tertiary,no,219,yes,yes,4,-1,no,28-jul
33,technician,married,tertiary,no,2728,no,no,2,-1,no,05-aug
38,management,divorced,tertiary,no,76,no,no,3,-1,no,30-jan
36,technician,married,tertiary,no,4388,no,no,3,-1,no,08-aug
38,blue-collar,married,secondary,no,-210,yes,no,1,-1,no,08-may
34,self-employed,married,tertiary,no,2427,no,no,3,70,no,11-aug
32,admin.,single,secondary,no,45,yes,yes,3,344,no,14-may
49,technician,married,secondary,yes,-74,yes,no,1,-1,no,19-nov
37,management,single,tertiary,no,2173,no,no,3,114,no,21-nov
47,technician,divorced,tertiary,no,8422,no,no,4,-1,no,08-aug
28,self-employed,married,tertiary,no,120,yes,yes,3,-1,no,08-may
29,admin.,divorced,secondary,no,1320,yes,yes,1,-1,no,08-may
30,services,single,secondary,no,245,no,yes,2,-1,no,08-jul
34,admin.,divorced,primary,no,9569,yes,no,2,-1,no,09-may
39,technician,single,unknown,no,0,yes,no,1,-1,no,07-may
26,blue-collar,married,secondary,no,2770,yes,no,1,-1,no,08-may
38,technician,divorced,secondary,no,1221,yes,yes,7,-1,no,18-aug
47,admin.,married,secondary,no,298,yes,no,1,-1,no,11-may
61,management,married,secondary,no,967,no,no,1,-1,no,20-aug
35,technician,married,secondary,no,0,no,no,2,-1,no,14-jul
34,admin.,married,secondary,no,0,yes,no,4,-1,no,09-feb
34,entrepreneur,married,secondary,no,1368,yes,no,2,-1,no,18-nov
56,technician,single,secondary,no,751,yes,no,8,177,no,15-may
47,services,married,secondary,no,2597,yes,no,1,-1,no,16-may
36,unemployed,married,secondary,no,-35,no,no,3,-1,no,30-jan
43,technician,married,secondary,no,629,no,no,1,-1,no,05-aug
51,admin.,married,primary,no,1330,yes,no,8,-1,no,15-may
40,technician,single,secondary,no,277,yes,no,2,-1,no,14-may
38,services,married,tertiary,no,1018,no,no,3,-1,no,16-jun
34,management,married,tertiary,no,11,yes,no,1,-1,no,17-jul
47,self-employed,married,tertiary,no,0,no,no,1,-1,no,21-nov
57,entrepreneur,married,secondary,no,905,no,no,1,-1,no,07-aug
35,technician,married,secondary,no,15474,no,no,1,92,no,21-nov
45,management,married,tertiary,no,54,yes,no,3,-1,no,13-may
55,unemployed,married,secondary,no,-246,no,yes,2,-1,no,08-jul
54,management,married,secondary,no,0,no,no,1,-1,no,19-nov
39,services,married,primary,no,1951,yes,no,2,-1,no,23-may
58,services,married,primary,no,65,no,no,1,-1,no,27-jun
31,admin.,married,secondary,no,368,yes,no,5,361,no,05-may
35,blue-collar,married,primary,no,51,yes,no,2,-1,no,28-may
45,technician,married,secondary,no,3492,yes,yes,4,-1,no,20-jun
44,admin.,divorced,secondary,no,21,yes,no,3,-1,no,13-apr
57,blue-collar,married,primary,no,8403,no,no,11,-1,no,20-jun
41,technician,married,secondary,no,978,no,no,2,-1,no,29-jul
42,blue-collar,married,secondary,no,165,yes,no,2,-1,no,23-may
49,technician,single,unknown,no,350,no,no,3,-1,no,28-jan
52,self-employed,divorced,secondary,no,385,no,yes,4,-1,no,26-aug
57,blue-collar,married,secondary,no,2058,yes,no,2,-1,no,18-may
29,management,single,tertiary,no,-11,yes,no,2,-1,no,14-may
34,blue-collar,single,primary,no,505,yes,no,1,-1,no,13-may
36,management,married,tertiary,no,-547,yes,no,1,259,no,30-apr
39,management,married,tertiary,no,562,no,no,2,-1,no,13-sep
53,blue-collar,divorced,primary,no,4222,no,no,1,-1,no,09-jun
40,services,married,secondary,no,105,yes,no,1,-1,no,09-jul
38,services,single,secondary,no,0,yes,no,2,-1,no,27-may
34,admin.,single,secondary,no,66,yes,no,1,-1,no,26-may
40,services,married,secondary,no,0,yes,yes,2,-1,no,02-feb
39,management,married,secondary,no,13578,yes,no,2,-1,no,21-nov
51,technician,single,tertiary,no,11222,yes,no,2,171,no,21-nov
33,admin.,married,secondary,no,1737,no,no,2,-1,no,30-apr
59,management,divorced,tertiary,no,59,yes,no,1,-1,no,05-may
30,technician,single,secondary,no,54,no,no,2,-1,no,11-aug
61,technician,married,primary,no,2282,no,no,1,-1,no,25-nov
24,admin.,married,secondary,no,299,yes,no,1,321,no,06-may
36,management,married,tertiary,no,396,no,no,5,-1,no,13-aug
34,technician,single,tertiary,no,184,yes,no,3,-1,no,30-jul
47,blue-collar,married,primary,no,475,yes,yes,2,251,no,29-jan
40,technician,married,secondary,no,-496,no,no,2,-1,no,28-jul
46,technician,divorced,secondary,no,117,no,no,2,-1,no,29-aug
32,management,married,tertiary,no,713,yes,no,7,-1,no,11-aug
39,management,married,tertiary,no,45,no,no,4,-1,no,28-aug
35,management,single,tertiary,no,1496,yes,no,4,-1,no,22-aug
37,services,single,primary,no,0,no,yes,6,245,no,06-feb
45,technician,married,unknown,no,886,yes,no,2,42,no,13-oct
38,blue-collar,married,primary,no,4592,yes,no,1,-1,no,12-may
52,technician,married,secondary,no,-38,no,no,1,-1,no,06-jun
28,blue-collar,single,primary,no,431,yes,no,2,363,no,13-may
35,management,single,tertiary,no,-292,yes,no,2,272,no,18-may
45,technician,married,secondary,no,2571,no,no,2,-1,no,18-jun
33,management,single,tertiary,no,191,no,yes,4,209,no,03-feb
42,technician,divorced,secondary,no,1689,yes,no,2,-1,no,31-jul
23,student,single,secondary,no,8494,no,no,2,-1,no,25-aug
49,entrepreneur,divorced,secondary,no,159,yes,no,3,-1,no,13-may
52,technician,married,tertiary,no,7,no,yes,1,-1,no,05-may
27,management,single,secondary,no,35,no,no,1,-1,no,04-jul
34,management,married,secondary,no,1007,yes,no,2,-1,no,21-jul
31,technician,married,secondary,no,106,yes,no,13,-1,no,13-may
45,admin.,married,secondary,no,0,yes,no,5,-1,no,18-nov
32,admin.,married,secondary,no,0,no,no,3,-1,no,23-may
51,blue-collar,married,primary,no,216,yes,no,3,274,no,17-apr
56,management,married,tertiary,no,746,no,no,1,-1,no,30-apr
44,admin.,married,secondary,no,764,yes,no,1,213,no,03-sep
41,blue-collar,married,secondary,no,193,yes,no,1,-1,no,29-may
54,self-employed,married,tertiary,no,368,no,no,4,-1,no,31-jul
31,technician,single,secondary,no,205,yes,no,2,-1,no,03-jun
25,admin.,single,secondary,no,96,yes,no,2,-1,no,09-may
50,technician,divorced,secondary,no,8016,no,no,4,-1,no,17-jul
41,entrepreneur,married,tertiary,no,221,yes,no,2,-1,no,14-may
33,unemployed,single,tertiary,no,157,yes,no,5,-1,no,26-may
49,blue-collar,married,primary,no,4830,yes,no,1,-1,no,06-jun
34,technician,single,tertiary,no,1039,no,no,3,-1,no,11-aug
60,retired,married,primary,no,71,no,no,3,-1,no,10-jul
45,admin.,married,secondary,no,1214,yes,no,2,189,no,02-feb
40,self-employed,married,secondary,no,0,no,no,1,-1,no,19-jun
50,admin.,divorced,secondary,no,0,yes,no,1,-1,no,20-jun
27,management,single,secondary,no,116,yes,no,2,-1,no,06-feb
53,technician,married,secondary,no,100,no,no,4,-1,no,13-aug
31,services,single,secondary,no,91,yes,no,2,-1,no,18-may
24,blue-collar,single,secondary,no,-398,yes,no,3,355,no,18-may
68,retired,married,tertiary,no,2820,no,no,1,92,no,05-mar
27,services,single,secondary,no,223,yes,yes,2,-1,no,13-may
46,management,single,tertiary,no,2278,no,no,5,-1,no,12-aug
23,technician,single,secondary,no,-782,yes,yes,10,-1,no,19-jun
76,retired,married,unknown,no,8919,no,no,1,-1,no,28-jan
48,entrepreneur,married,secondary,no,104,yes,yes,1,-1,no,18-nov
60,management,married,tertiary,no,3387,no,no,2,-1,no,14-aug
46,entrepreneur,married,secondary,no,0,no,yes,1,-1,no,18-jul
36,admin.,single,secondary,no,449,yes,no,3,-1,no,20-jun
30,technician,single,secondary,no,4787,yes,no,1,167,no,18-nov
33,management,single,tertiary,no,1240,yes,no,2,260,no,04-feb
36,admin.,single,secondary,no,191,yes,no,7,-1,no,25-jul
44,blue-collar,married,tertiary,no,2185,yes,no,1,-1,no,16-may
36,admin.,single,secondary,no,0,yes,no,2,-1,no,21-nov
44,technician,married,secondary,no,2857,no,no,2,-1,no,05-aug
70,retired,married,primary,no,3782,no,no,1,-1,no,16-mar
48,technician,divorced,tertiary,no,83,no,yes,6,-1,no,19-aug
52,management,married,tertiary,no,6,no,no,1,-1,no,19-oct
34,admin.,single,secondary,no,88,yes,no,2,-1,no,27-may
35,technician,married,secondary,no,294,yes,no,6,98,no,15-jun
54,entrepreneur,married,tertiary,no,84,no,no,2,-1,no,29-jul
47,technician,divorced,secondary,no,84,no,no,2,-1,no,08-aug
38,blue-collar,married,secondary,no,602,yes,no,12,-1,no,30-may
41,management,divorced,secondary,no,0,no,no,2,-1,no,06-aug
28,blue-collar,married,secondary,no,-470,yes,no,2,-1,no,07-may
58,services,married,secondary,no,-37,no,yes,2,205,no,06-feb
59,admin.,married,secondary,no,2145,no,no,2,-1,no,17-nov
32,management,married,tertiary,no,937,no,no,1,190,no,26-may
55,blue-collar,married,secondary,no,2059,yes,no,1,259,no,11-may
38,blue-collar,married,secondary,no,3598,no,no,1,-1,no,06-jun
40,blue-collar,married,primary,no,1206,no,yes,5,-1,no,16-jul
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,2,162,no,20-nov
42,entrepreneur,married,secondary,no,46,no,no,1,-1,no,02-feb
53,self-employed,married,secondary,no,534,yes,no,4,-1,no,29-jul
32,technician,married,secondary,no,-300,no,no,9,-1,no,28-aug
55,housemaid,married,primary,no,4,no,no,3,-1,no,21-nov
54,services,married,unknown,no,386,no,yes,1,152,no,19-nov
46,blue-collar,married,secondary,no,-396,no,yes,1,-1,no,04-aug
39,management,married,tertiary,no,0,yes,no,1,-1,no,11-may
36,management,divorced,tertiary,no,14930,no,no,1,-1,no,23-jul
44,management,married,tertiary,no,-600,yes,no,1,-1,no,18-aug
28,student,single,tertiary,no,3733,yes,no,5,91,no,21-aug
36,admin.,married,secondary,no,465,yes,no,1,-1,no,20-may
43,technician,married,secondary,no,994,yes,yes,1,-1,no,05-may
25,blue-collar,married,secondary,no,758,yes,no,3,-1,no,28-may
31,management,married,tertiary,no,256,yes,no,24,-1,no,07-jul
60,retired,married,tertiary,no,3461,no,no,2,-1,no,03-feb
29,technician,divorced,secondary,no,124,no,no,1,-1,no,27-may
46,services,divorced,secondary,no,355,yes,no,2,338,no,08-may
31,management,married,tertiary,no,1514,no,no,2,-1,no,12-aug
31,management,married,tertiary,no,40,no,no,2,-1,no,02-feb
45,blue-collar,married,unknown,no,-320,yes,no,3,-1,no,28-may
60,retired,married,primary,no,566,no,yes,1,-1,no,23-jul
50,housemaid,married,secondary,no,388,no,no,2,89,no,08-jun
34,management,married,tertiary,no,577,yes,no,2,153,no,20-apr
33,admin.,married,secondary,no,17,yes,no,1,351,no,13-may
57,housemaid,married,primary,no,260,yes,no,3,-1,no,16-may
38,self-employed,divorced,secondary,no,0,yes,no,1,-1,no,20-apr
42,management,married,tertiary,no,1823,yes,no,1,-1,no,13-may
54,self-employed,married,primary,no,1463,no,no,1,-1,no,20-jun
46,services,divorced,unknown,no,3390,no,no,3,-1,no,20-jun
59,management,married,primary,no,2769,yes,no,1,131,no,19-nov
38,self-employed,married,secondary,no,215,yes,no,1,167,no,20-nov
49,technician,married,secondary,no,12531,no,no,8,-1,no,13-aug
49,technician,married,tertiary,no,80,no,no,1,-1,no,17-jul
30,technician,divorced,tertiary,no,317,yes,no,5,-1,no,25-jul
52,self-employed,single,primary,no,217,no,yes,6,-1,no,15-jul
38,admin.,married,secondary,no,4874,no,no,3,-1,no,06-jun
44,admin.,single,secondary,no,275,yes,no,5,367,no,14-may
39,management,married,primary,no,738,yes,yes,3,-1,no,18-jul
38,admin.,married,secondary,no,1839,no,no,2,-1,no,23-may
36,technician,divorced,secondary,no,556,yes,no,3,189,no,18-nov
32,services,married,secondary,no,207,yes,no,1,-1,no,23-may
57,admin.,divorced,secondary,no,-461,yes,yes,8,-1,no,04-jun
45,blue-collar,married,primary,no,789,no,yes,1,-1,no,29-jan
43,management,divorced,tertiary,no,1133,yes,no,1,-1,no,05-may
42,admin.,single,secondary,no,4253,yes,no,1,-1,no,13-may
58,retired,married,secondary,no,255,no,no,3,-1,no,28-may
53,unemployed,married,secondary,no,582,yes,no,2,-1,no,08-may
30,technician,married,secondary,no,743,no,no,2,-1,no,29-jan
40,blue-collar,married,primary,no,570,yes,no,3,-1,no,12-may
35,admin.,married,secondary,no,786,no,yes,1,-1,no,25-jul
34,services,married,secondary,no,295,yes,yes,1,-1,no,04-jul
35,management,married,tertiary,no,2583,no,no,1,-1,no,19-nov
28,blue-collar,single,secondary,no,1285,no,no,2,2,no,30-jan
39,technician,single,secondary,no,287,yes,no,3,-1,no,14-jul
51,admin.,married,primary,no,658,yes,no,1,-1,no,14-may
29,blue-collar,married,secondary,no,246,yes,no,5,-1,no,28-jul
44,entrepreneur,married,tertiary,no,3463,yes,yes,3,-1,no,28-aug
32,blue-collar,divorced,unknown,no,291,yes,yes,6,-1,no,27-jun
28,admin.,single,secondary,no,19,no,no,4,-1,no,08-jul
53,blue-collar,married,secondary,no,5700,yes,no,1,-1,no,14-may
81,retired,divorced,unknown,no,0,no,no,1,-1,no,16-oct
33,blue-collar,married,secondary,no,-346,yes,yes,3,-1,no,23-may
37,entrepreneur,married,tertiary,yes,-456,yes,yes,7,-1,no,20-jun
37,technician,married,secondary,no,5953,no,no,1,-1,no,05-aug
35,technician,single,secondary,no,1693,yes,no,1,105,no,26-may
30,admin.,married,secondary,no,350,no,yes,5,-1,no,09-jul
43,blue-collar,married,primary,no,-181,yes,no,1,337,no,17-apr
45,retired,divorced,secondary,no,1735,no,yes,1,-1,no,17-jun
34,blue-collar,married,secondary,no,157,yes,no,2,-1,no,11-jul
40,admin.,married,secondary,no,67,no,yes,2,152,no,19-nov
60,admin.,married,primary,no,-444,no,yes,1,-1,no,16-jul
54,self-employed,married,primary,no,0,no,yes,2,-1,no,09-jul
39,blue-collar,married,secondary,no,171,yes,yes,1,353,no,08-may
